,Date,Tweets,uncleaned_len,cleaned_len
3278,2018-09-30 16:39, better reconsider the secondary poor performance not goodenough ,140,65
3279,2018-09-30 16:35, Stumbled across this really valuable video especially poor black innocentpeople Watch this take notes share widely Summary DO NOT WILLINGLY TALK THE POLICE YOU CAN BE ARRESTED ANYTHING EVEN IF UR INNOCENT OF THEIR CRIME PEADTHETHALWAYS ,308,237
3280,2018-09-30 16:34, donations at help a poor student ,72,34
3281,2018-09-30 19:29, thrown into the sea with a great millstone hung round his neck Why such harshness Because Jesus identifies Himself with the little ones Mt Anyone who hurts them hurts Jesus Today in many places the little ones the poor leave the Catholic Church and go to ,280,256
3282,2018-09-30 18:58, You know why the Prison system is so fooked up in the states Felons can t Vote even after they get out prison PrisonStrike prisonreform poor PoorPeoplesCampaign ,176,162
3283,2018-09-30 18:55, Not once does Jesus mention anything about LGBTQ people politics news government Evangelicals evangelicalism church Christians Christianity poverty PoorPeoplesCampaign poor gop capitalism socialism USA America canada uk europe pic ulNsFPv ,379,240
3284,2018-09-30 18:49, Christianity CANNOT Be SAVED politics news government lgbtq evangelicalism Christians Christianity poverty poor gop capitalism socialism usa america canada uk europe Australia NewZealand ,311,188
3285,2018-09-30 18:48, Conservatives Should Look In A Mirror government politics progressives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe Australia NewZealand ,310,190
3286,2018-09-30 18:48, Everyones Basic Needs Should Be Met Government politics progressives conservatives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe Australia NewZealand ,303,202
3287,2018-09-30 18:38, Evangelicals Are Venomous Snakes politics news government lgbtq evangelicalism church Christians Christianity poverty poor gop capitalism socialism usa america canada uk europe Australia ,312,188
3288,2018-09-30 18:33, Stupid credit card bills poor ,34,31
3289,2018-09-30 18:20, mentality rich poor goal learn study success invest ,161,53
3290,2018-09-30 17:55, Evangelicals Are Venomous Snakes politics news government lgbtq evangelicalism church Christians Christianity poverty poor gop capitalism socialism usa america canada uk europe Australia NewZealand ,326,199
3291,2018-09-30 17:39, Midterms midterms WomensRights Women Families minorities WorkingClass Poor Immigrants ElectionsMatter CivicDuty CivilRights LivingWage HumanRights electedofficials SCOTUS Science VotingRights EPA ClimateChange VOTE ,320,216
3292,2018-09-30 17:34, buy it and buy me one too im poor ,37,35
3293,2018-09-30 17:02, Looks like game and clock management decisions fell Pederson and protege Reich today poor ,93,91
3294,2018-09-30 16:57, End keepthempoor ODSP welfare seniors challenged poor BasicIncome waiting For years ,165,85
3295,2018-09-30 16:41, Sorry to see a ignoring grammatical rules and b saying that only boys can be fictional monsters at Halloween all girl outfits have a dress poor everydaysexismpic hRDnWbU ,205,171
3296,2018-09-30 16:41, has lost their edge Are they complacent with losing Leaving rd string corners without help in the end zone is poor ,131,116
3297,2018-09-30 16:41, Awwwwwwww poor poor kitties This is just not right I really hope some wonderful caring human or sanctuary can come to the rescue ASAP BEFORE its TOO LATE No precious furbabe deserves to be on Deathrow ever ,238,207
3298,2018-09-30 16:39, better reconsider the secondary poor performance not goodenough ,140,65
3299,2018-09-30 16:35, Stumbled across this really valuable video especially poor black innocentpeople Watch this take notes share widely Summary DO NOT WILLINGLY TALK THE POLICE YOU CAN BE ARRESTED ANYTHING EVEN IF UR INNOCENT OF THEIR CRIME PEADTHETHALWAYS ,308,237
3300,2018-09-30 16:34, donations at help a poor student ,72,34
3301,2018-09-30 19:29, thrown into the sea with a great millstone hung round his neck Why such harshness Because Jesus identifies Himself with the little ones Mt Anyone who hurts them hurts Jesus Today in many places the little ones the poor leave the Catholic Church and go to ,280,256
3302,2018-09-30 18:58, You know why the Prison system is so fooked up in the states Felons can t Vote even after they get out prison PrisonStrike prisonreform poor PoorPeoplesCampaign ,176,162
3303,2018-09-30 18:55, Not once does Jesus mention anything about LGBTQ people politics news government Evangelicals evangelicalism church Christians Christianity poverty PoorPeoplesCampaign poor gop capitalism socialism USA America canada uk europe pic ulNsFPv ,379,240
3304,2018-09-30 18:49, Christianity CANNOT Be SAVED politics news government lgbtq evangelicalism Christians Christianity poverty poor gop capitalism socialism usa america canada uk europe Australia NewZealand ,311,188
3305,2018-09-30 18:48, Conservatives Should Look In A Mirror government politics progressives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe Australia NewZealand ,310,190
3306,2018-09-30 18:48, Everyones Basic Needs Should Be Met Government politics progressives conservatives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe Australia NewZealand ,303,202
3307,2018-09-30 18:38, Evangelicals Are Venomous Snakes politics news government lgbtq evangelicalism church Christians Christianity poverty poor gop capitalism socialism usa america canada uk europe Australia ,312,188
3308,2018-09-30 18:33, Stupid credit card bills poor ,34,31
3309,2018-09-30 18:20, mentality rich poor goal learn study success invest ,161,53
3310,2018-09-30 17:55, Evangelicals Are Venomous Snakes politics news government lgbtq evangelicalism church Christians Christianity poverty poor gop capitalism socialism usa america canada uk europe Australia NewZealand ,326,199
3311,2018-09-30 17:39, Midterms midterms WomensRights Women Families minorities WorkingClass Poor Immigrants ElectionsMatter CivicDuty CivilRights LivingWage HumanRights electedofficials SCOTUS Science VotingRights EPA ClimateChange VOTE ,320,216
3312,2018-09-30 17:34, buy it and buy me one too im poor ,37,35
3313,2018-09-30 17:02, Looks like game and clock management decisions fell Pederson and protege Reich today poor ,93,91
3314,2018-09-30 16:57, End keepthempoor ODSP welfare seniors challenged poor BasicIncome waiting For years ,165,85
3315,2018-09-30 16:41, Sorry to see a ignoring grammatical rules and b saying that only boys can be fictional monsters at Halloween all girl outfits have a dress poor everydaysexismpic hRDnWbU ,205,171
3316,2018-09-30 16:41, has lost their edge Are they complacent with losing Leaving rd string corners without help in the end zone is poor ,131,116
3317,2018-09-30 16:41, Awwwwwwww poor poor kitties This is just not right I really hope some wonderful caring human or sanctuary can come to the rescue ASAP BEFORE its TOO LATE No precious furbabe deserves to be on Deathrow ever ,238,207
3318,2018-09-30 16:39, better reconsider the secondary poor performance not goodenough ,140,65
3319,2018-09-30 16:35, Stumbled across this really valuable video especially poor black innocentpeople Watch this take notes share widely Summary DO NOT WILLINGLY TALK THE POLICE YOU CAN BE ARRESTED ANYTHING EVEN IF UR INNOCENT OF THEIR CRIME PEADTHETHALWAYS ,308,237
3320,2018-09-30 16:34, donations at help a poor student ,72,34
3321,2018-09-30 19:29, thrown into the sea with a great millstone hung round his neck Why such harshness Because Jesus identifies Himself with the little ones Mt Anyone who hurts them hurts Jesus Today in many places the little ones the poor leave the Catholic Church and go to ,280,256
3322,2018-09-30 18:58, You know why the Prison system is so fooked up in the states Felons can t Vote even after they get out prison PrisonStrike prisonreform poor PoorPeoplesCampaign ,176,162
3323,2018-09-30 18:55, Not once does Jesus mention anything about LGBTQ people politics news government Evangelicals evangelicalism church Christians Christianity poverty PoorPeoplesCampaign poor gop capitalism socialism USA America canada uk europe pic ulNsFPv ,379,240
3324,2018-09-30 18:49, Christianity CANNOT Be SAVED politics news government lgbtq evangelicalism Christians Christianity poverty poor gop capitalism socialism usa america canada uk europe Australia NewZealand ,311,188
3325,2018-09-30 18:48, Conservatives Should Look In A Mirror government politics progressives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe Australia NewZealand ,310,190
3326,2018-09-30 18:48, Everyones Basic Needs Should Be Met Government politics progressives conservatives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe Australia NewZealand ,303,202
3327,2018-09-30 18:38, Evangelicals Are Venomous Snakes politics news government lgbtq evangelicalism church Christians Christianity poverty poor gop capitalism socialism usa america canada uk europe Australia ,312,188
3328,2018-09-30 18:33, Stupid credit card bills poor ,34,31
3329,2018-09-30 18:20, mentality rich poor goal learn study success invest ,161,53
3330,2018-09-30 17:55, Evangelicals Are Venomous Snakes politics news government lgbtq evangelicalism church Christians Christianity poverty poor gop capitalism socialism usa america canada uk europe Australia NewZealand ,326,199
3331,2018-09-30 17:39, Midterms midterms WomensRights Women Families minorities WorkingClass Poor Immigrants ElectionsMatter CivicDuty CivilRights LivingWage HumanRights electedofficials SCOTUS Science VotingRights EPA ClimateChange VOTE ,320,216
3332,2018-09-30 17:34, buy it and buy me one too im poor ,37,35
3333,2018-09-30 17:02, Looks like game and clock management decisions fell Pederson and protege Reich today poor ,93,91
3334,2018-09-30 16:57, End keepthempoor ODSP welfare seniors challenged poor BasicIncome waiting For years ,165,85
3335,2018-09-30 16:41, Sorry to see a ignoring grammatical rules and b saying that only boys can be fictional monsters at Halloween all girl outfits have a dress poor everydaysexismpic hRDnWbU ,205,171
3336,2018-09-30 16:41, has lost their edge Are they complacent with losing Leaving rd string corners without help in the end zone is poor ,131,116
3337,2018-09-30 16:41, Awwwwwwww poor poor kitties This is just not right I really hope some wonderful caring human or sanctuary can come to the rescue ASAP BEFORE its TOO LATE No precious furbabe deserves to be on Deathrow ever ,238,207
3338,2018-09-30 16:39, better reconsider the secondary poor performance not goodenough ,140,65
3339,2018-09-30 16:35, Stumbled across this really valuable video especially poor black innocentpeople Watch this take notes share widely Summary DO NOT WILLINGLY TALK THE POLICE YOU CAN BE ARRESTED ANYTHING EVEN IF UR INNOCENT OF THEIR CRIME PEADTHETHALWAYS ,308,237
3340,2018-09-30 16:34, donations at help a poor student ,72,34
3341,2018-09-30 19:29, thrown into the sea with a great millstone hung round his neck Why such harshness Because Jesus identifies Himself with the little ones Mt Anyone who hurts them hurts Jesus Today in many places the little ones the poor leave the Catholic Church and go to ,280,256
3342,2018-09-30 18:58, You know why the Prison system is so fooked up in the states Felons can t Vote even after they get out prison PrisonStrike prisonreform poor PoorPeoplesCampaign ,176,162
3343,2018-09-30 18:55, Not once does Jesus mention anything about LGBTQ people politics news government Evangelicals evangelicalism church Christians Christianity poverty PoorPeoplesCampaign poor gop capitalism socialism USA America canada uk europe pic ulNsFPv ,379,240
3344,2018-09-30 18:49, Christianity CANNOT Be SAVED politics news government lgbtq evangelicalism Christians Christianity poverty poor gop capitalism socialism usa america canada uk europe Australia NewZealand ,311,188
3345,2018-09-30 18:48, Conservatives Should Look In A Mirror government politics progressives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe Australia NewZealand ,310,190
3346,2018-09-30 18:48, Everyones Basic Needs Should Be Met Government politics progressives conservatives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe Australia NewZealand ,303,202
3347,2018-09-30 18:38, Evangelicals Are Venomous Snakes politics news government lgbtq evangelicalism church Christians Christianity poverty poor gop capitalism socialism usa america canada uk europe Australia ,312,188
3348,2018-09-30 18:33, Stupid credit card bills poor ,34,31
3349,2018-09-30 18:20, mentality rich poor goal learn study success invest ,161,53
3350,2018-09-30 17:55, Evangelicals Are Venomous Snakes politics news government lgbtq evangelicalism church Christians Christianity poverty poor gop capitalism socialism usa america canada uk europe Australia NewZealand ,326,199
3351,2018-09-30 17:39, Midterms midterms WomensRights Women Families minorities WorkingClass Poor Immigrants ElectionsMatter CivicDuty CivilRights LivingWage HumanRights electedofficials SCOTUS Science VotingRights EPA ClimateChange VOTE ,320,216
3352,2018-09-30 17:34, buy it and buy me one too im poor ,37,35
3353,2018-09-30 17:02, Looks like game and clock management decisions fell Pederson and protege Reich today poor ,93,91
3354,2018-09-30 16:57, End keepthempoor ODSP welfare seniors challenged poor BasicIncome waiting For years ,165,85
3355,2018-09-30 16:41, Sorry to see a ignoring grammatical rules and b saying that only boys can be fictional monsters at Halloween all girl outfits have a dress poor everydaysexismpic hRDnWbU ,205,171
3356,2018-09-30 16:41, has lost their edge Are they complacent with losing Leaving rd string corners without help in the end zone is poor ,131,116
3357,2018-09-30 16:41, Awwwwwwww poor poor kitties This is just not right I really hope some wonderful caring human or sanctuary can come to the rescue ASAP BEFORE its TOO LATE No precious furbabe deserves to be on Deathrow ever ,238,207
3358,2018-09-30 16:39, better reconsider the secondary poor performance not goodenough ,140,65
3359,2018-09-30 16:35, Stumbled across this really valuable video especially poor black innocentpeople Watch this take notes share widely Summary DO NOT WILLINGLY TALK THE POLICE YOU CAN BE ARRESTED ANYTHING EVEN IF UR INNOCENT OF THEIR CRIME PEADTHETHALWAYS ,308,237
3360,2018-09-30 16:34, donations at help a poor student ,72,34
3361,2018-09-30 19:29, thrown into the sea with a great millstone hung round his neck Why such harshness Because Jesus identifies Himself with the little ones Mt Anyone who hurts them hurts Jesus Today in many places the little ones the poor leave the Catholic Church and go to ,280,256
3362,2018-09-30 18:58, You know why the Prison system is so fooked up in the states Felons can t Vote even after they get out prison PrisonStrike prisonreform poor PoorPeoplesCampaign ,176,162
3363,2018-09-30 18:55, Not once does Jesus mention anything about LGBTQ people politics news government Evangelicals evangelicalism church Christians Christianity poverty PoorPeoplesCampaign poor gop capitalism socialism USA America canada uk europe pic ulNsFPv ,379,240
3364,2018-09-30 18:49, Christianity CANNOT Be SAVED politics news government lgbtq evangelicalism Christians Christianity poverty poor gop capitalism socialism usa america canada uk europe Australia NewZealand ,311,188
3365,2018-09-30 18:48, Conservatives Should Look In A Mirror government politics progressives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe Australia NewZealand ,310,190
3366,2018-09-30 18:48, Everyones Basic Needs Should Be Met Government politics progressives conservatives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe Australia NewZealand ,303,202
3367,2018-09-30 18:38, Evangelicals Are Venomous Snakes politics news government lgbtq evangelicalism church Christians Christianity poverty poor gop capitalism socialism usa america canada uk europe Australia ,312,188
3368,2018-09-30 18:33, Stupid credit card bills poor ,34,31
3369,2018-09-30 18:20, mentality rich poor goal learn study success invest ,161,53
3370,2018-09-30 17:55, Evangelicals Are Venomous Snakes politics news government lgbtq evangelicalism church Christians Christianity poverty poor gop capitalism socialism usa america canada uk europe Australia NewZealand ,326,199
3371,2018-09-30 17:39, Midterms midterms WomensRights Women Families minorities WorkingClass Poor Immigrants ElectionsMatter CivicDuty CivilRights LivingWage HumanRights electedofficials SCOTUS Science VotingRights EPA ClimateChange VOTE ,320,216
3372,2018-09-30 17:34, buy it and buy me one too im poor ,37,35
3373,2018-09-30 17:02, Looks like game and clock management decisions fell Pederson and protege Reich today poor ,93,91
3374,2018-09-30 16:57, End keepthempoor ODSP welfare seniors challenged poor BasicIncome waiting For years ,165,85
3375,2018-09-30 16:41, Sorry to see a ignoring grammatical rules and b saying that only boys can be fictional monsters at Halloween all girl outfits have a dress poor everydaysexismpic hRDnWbU ,205,171
3376,2018-09-30 16:41, has lost their edge Are they complacent with losing Leaving rd string corners without help in the end zone is poor ,131,116
3377,2018-09-30 16:41, Awwwwwwww poor poor kitties This is just not right I really hope some wonderful caring human or sanctuary can come to the rescue ASAP BEFORE its TOO LATE No precious furbabe deserves to be on Deathrow ever ,238,207
3378,2018-09-30 16:39, better reconsider the secondary poor performance not goodenough ,140,65
3379,2018-09-30 16:35, Stumbled across this really valuable video especially poor black innocentpeople Watch this take notes share widely Summary DO NOT WILLINGLY TALK THE POLICE YOU CAN BE ARRESTED ANYTHING EVEN IF UR INNOCENT OF THEIR CRIME PEADTHETHALWAYS ,308,237
3380,2018-09-30 16:34, donations at help a poor student ,72,34
3381,2018-09-30 19:29, thrown into the sea with a great millstone hung round his neck Why such harshness Because Jesus identifies Himself with the little ones Mt Anyone who hurts them hurts Jesus Today in many places the little ones the poor leave the Catholic Church and go to ,280,256
3382,2018-09-30 18:58, You know why the Prison system is so fooked up in the states Felons can t Vote even after they get out prison PrisonStrike prisonreform poor PoorPeoplesCampaign ,176,162
3383,2018-09-30 18:55, Not once does Jesus mention anything about LGBTQ people politics news government Evangelicals evangelicalism church Christians Christianity poverty PoorPeoplesCampaign poor gop capitalism socialism USA America canada uk europe pic ulNsFPv ,379,240
3384,2018-09-30 18:49, Christianity CANNOT Be SAVED politics news government lgbtq evangelicalism Christians Christianity poverty poor gop capitalism socialism usa america canada uk europe Australia NewZealand ,311,188
3385,2018-09-30 18:48, Conservatives Should Look In A Mirror government politics progressives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe Australia NewZealand ,310,190
3386,2018-09-30 18:48, Everyones Basic Needs Should Be Met Government politics progressives conservatives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe Australia NewZealand ,303,202
3387,2018-09-30 18:38, Evangelicals Are Venomous Snakes politics news government lgbtq evangelicalism church Christians Christianity poverty poor gop capitalism socialism usa america canada uk europe Australia ,312,188
3388,2018-09-30 18:33, Stupid credit card bills poor ,34,31
3389,2018-09-30 18:20, mentality rich poor goal learn study success invest ,161,53
3390,2018-09-30 17:55, Evangelicals Are Venomous Snakes politics news government lgbtq evangelicalism church Christians Christianity poverty poor gop capitalism socialism usa america canada uk europe Australia NewZealand ,326,199
3391,2018-09-30 17:39, Midterms midterms WomensRights Women Families minorities WorkingClass Poor Immigrants ElectionsMatter CivicDuty CivilRights LivingWage HumanRights electedofficials SCOTUS Science VotingRights EPA ClimateChange VOTE ,320,216
3392,2018-09-30 17:34, buy it and buy me one too im poor ,37,35
3393,2018-09-30 17:02, Looks like game and clock management decisions fell Pederson and protege Reich today poor ,93,91
3394,2018-09-30 16:57, End keepthempoor ODSP welfare seniors challenged poor BasicIncome waiting For years ,165,85
3395,2018-09-30 16:41, Sorry to see a ignoring grammatical rules and b saying that only boys can be fictional monsters at Halloween all girl outfits have a dress poor everydaysexismpic hRDnWbU ,205,171
3396,2018-09-30 16:41, has lost their edge Are they complacent with losing Leaving rd string corners without help in the end zone is poor ,131,116
3397,2018-09-30 16:41, Awwwwwwww poor poor kitties This is just not right I really hope some wonderful caring human or sanctuary can come to the rescue ASAP BEFORE its TOO LATE No precious furbabe deserves to be on Deathrow ever ,238,207
3398,2018-09-30 16:39, better reconsider the secondary poor performance not goodenough ,140,65
3399,2018-09-30 16:35, Stumbled across this really valuable video especially poor black innocentpeople Watch this take notes share widely Summary DO NOT WILLINGLY TALK THE POLICE YOU CAN BE ARRESTED ANYTHING EVEN IF UR INNOCENT OF THEIR CRIME PEADTHETHALWAYS ,308,237
3400,2018-09-30 16:34, donations at help a poor student ,72,34
3401,2018-09-30 19:29, thrown into the sea with a great millstone hung round his neck Why such harshness Because Jesus identifies Himself with the little ones Mt Anyone who hurts them hurts Jesus Today in many places the little ones the poor leave the Catholic Church and go to ,280,256
3402,2018-09-30 18:58, You know why the Prison system is so fooked up in the states Felons can t Vote even after they get out prison PrisonStrike prisonreform poor PoorPeoplesCampaign ,176,162
3403,2018-09-30 18:55, Not once does Jesus mention anything about LGBTQ people politics news government Evangelicals evangelicalism church Christians Christianity poverty PoorPeoplesCampaign poor gop capitalism socialism USA America canada uk europe pic ulNsFPv ,379,240
3404,2018-09-30 18:49, Christianity CANNOT Be SAVED politics news government lgbtq evangelicalism Christians Christianity poverty poor gop capitalism socialism usa america canada uk europe Australia NewZealand ,311,188
3405,2018-09-30 18:48, Conservatives Should Look In A Mirror government politics progressives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe Australia NewZealand ,310,190
3406,2018-09-30 18:48, Everyones Basic Needs Should Be Met Government politics progressives conservatives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe Australia NewZealand ,303,202
3407,2018-09-30 18:38, Evangelicals Are Venomous Snakes politics news government lgbtq evangelicalism church Christians Christianity poverty poor gop capitalism socialism usa america canada uk europe Australia ,312,188
3408,2018-09-30 18:33, Stupid credit card bills poor ,34,31
3409,2018-09-30 18:20, mentality rich poor goal learn study success invest ,161,53
3410,2018-09-30 17:55, Evangelicals Are Venomous Snakes politics news government lgbtq evangelicalism church Christians Christianity poverty poor gop capitalism socialism usa america canada uk europe Australia NewZealand ,326,199
3411,2018-09-30 17:39, Midterms midterms WomensRights Women Families minorities WorkingClass Poor Immigrants ElectionsMatter CivicDuty CivilRights LivingWage HumanRights electedofficials SCOTUS Science VotingRights EPA ClimateChange VOTE ,320,216
3412,2018-09-30 17:34, buy it and buy me one too im poor ,37,35
3413,2018-09-30 17:02, Looks like game and clock management decisions fell Pederson and protege Reich today poor ,93,91
3414,2018-09-30 16:57, End keepthempoor ODSP welfare seniors challenged poor BasicIncome waiting For years ,165,85
3415,2018-09-30 16:41, Sorry to see a ignoring grammatical rules and b saying that only boys can be fictional monsters at Halloween all girl outfits have a dress poor everydaysexismpic hRDnWbU ,205,171
3416,2018-09-30 16:41, has lost their edge Are they complacent with losing Leaving rd string corners without help in the end zone is poor ,131,116
3417,2018-09-30 16:41, Awwwwwwww poor poor kitties This is just not right I really hope some wonderful caring human or sanctuary can come to the rescue ASAP BEFORE its TOO LATE No precious furbabe deserves to be on Deathrow ever ,238,207
3418,2018-09-30 16:39, better reconsider the secondary poor performance not goodenough ,140,65
3419,2018-09-30 16:35, Stumbled across this really valuable video especially poor black innocentpeople Watch this take notes share widely Summary DO NOT WILLINGLY TALK THE POLICE YOU CAN BE ARRESTED ANYTHING EVEN IF UR INNOCENT OF THEIR CRIME PEADTHETHALWAYS ,308,237
3420,2018-09-30 16:34, donations at help a poor student ,72,34
3421,2018-09-30 19:29, thrown into the sea with a great millstone hung round his neck Why such harshness Because Jesus identifies Himself with the little ones Mt Anyone who hurts them hurts Jesus Today in many places the little ones the poor leave the Catholic Church and go to ,280,256
3422,2018-09-30 18:58, You know why the Prison system is so fooked up in the states Felons can t Vote even after they get out prison PrisonStrike prisonreform poor PoorPeoplesCampaign ,176,162
3423,2018-09-30 18:55, Not once does Jesus mention anything about LGBTQ people politics news government Evangelicals evangelicalism church Christians Christianity poverty PoorPeoplesCampaign poor gop capitalism socialism USA America canada uk europe pic ulNsFPv ,379,240
3424,2018-09-30 18:49, Christianity CANNOT Be SAVED politics news government lgbtq evangelicalism Christians Christianity poverty poor gop capitalism socialism usa america canada uk europe Australia NewZealand ,311,188
3425,2018-09-30 18:48, Conservatives Should Look In A Mirror government politics progressives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe Australia NewZealand ,310,190
3426,2018-09-30 18:48, Everyones Basic Needs Should Be Met Government politics progressives conservatives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe Australia NewZealand ,303,202
3427,2018-09-30 18:38, Evangelicals Are Venomous Snakes politics news government lgbtq evangelicalism church Christians Christianity poverty poor gop capitalism socialism usa america canada uk europe Australia ,312,188
3428,2018-09-30 18:33, Stupid credit card bills poor ,34,31
3429,2018-09-30 18:20, mentality rich poor goal learn study success invest ,161,53
3430,2018-09-30 17:55, Evangelicals Are Venomous Snakes politics news government lgbtq evangelicalism church Christians Christianity poverty poor gop capitalism socialism usa america canada uk europe Australia NewZealand ,326,199
3431,2018-09-30 17:39, Midterms midterms WomensRights Women Families minorities WorkingClass Poor Immigrants ElectionsMatter CivicDuty CivilRights LivingWage HumanRights electedofficials SCOTUS Science VotingRights EPA ClimateChange VOTE ,320,216
3432,2018-09-30 17:34, buy it and buy me one too im poor ,37,35
3433,2018-09-30 17:02, Looks like game and clock management decisions fell Pederson and protege Reich today poor ,93,91
3434,2018-09-30 16:57, End keepthempoor ODSP welfare seniors challenged poor BasicIncome waiting For years ,165,85
3435,2018-09-30 16:41, Sorry to see a ignoring grammatical rules and b saying that only boys can be fictional monsters at Halloween all girl outfits have a dress poor everydaysexismpic hRDnWbU ,205,171
3436,2018-09-30 16:41, has lost their edge Are they complacent with losing Leaving rd string corners without help in the end zone is poor ,131,116
3437,2018-09-30 16:41, Awwwwwwww poor poor kitties This is just not right I really hope some wonderful caring human or sanctuary can come to the rescue ASAP BEFORE its TOO LATE No precious furbabe deserves to be on Deathrow ever ,238,207
3438,2018-09-30 16:39, better reconsider the secondary poor performance not goodenough ,140,65
3439,2018-09-30 16:35, Stumbled across this really valuable video especially poor black innocentpeople Watch this take notes share widely Summary DO NOT WILLINGLY TALK THE POLICE YOU CAN BE ARRESTED ANYTHING EVEN IF UR INNOCENT OF THEIR CRIME PEADTHETHALWAYS ,308,237
3440,2018-09-30 16:34, donations at help a poor student ,72,34
3441,2018-09-30 19:29, thrown into the sea with a great millstone hung round his neck Why such harshness Because Jesus identifies Himself with the little ones Mt Anyone who hurts them hurts Jesus Today in many places the little ones the poor leave the Catholic Church and go to ,280,256
3442,2018-09-30 18:58, You know why the Prison system is so fooked up in the states Felons can t Vote even after they get out prison PrisonStrike prisonreform poor PoorPeoplesCampaign ,176,162
3443,2018-09-30 18:55, Not once does Jesus mention anything about LGBTQ people politics news government Evangelicals evangelicalism church Christians Christianity poverty PoorPeoplesCampaign poor gop capitalism socialism USA America canada uk europe pic ulNsFPv ,379,240
3444,2018-09-30 18:49, Christianity CANNOT Be SAVED politics news government lgbtq evangelicalism Christians Christianity poverty poor gop capitalism socialism usa america canada uk europe Australia NewZealand ,311,188
3445,2018-09-30 18:48, Conservatives Should Look In A Mirror government politics progressives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe Australia NewZealand ,310,190
3446,2018-09-30 18:48, Everyones Basic Needs Should Be Met Government politics progressives conservatives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe Australia NewZealand ,303,202
3447,2018-09-30 18:38, Evangelicals Are Venomous Snakes politics news government lgbtq evangelicalism church Christians Christianity poverty poor gop capitalism socialism usa america canada uk europe Australia ,312,188
3448,2018-09-30 18:33, Stupid credit card bills poor ,34,31
3449,2018-09-30 18:20, mentality rich poor goal learn study success invest ,161,53
3450,2018-09-30 17:55, Evangelicals Are Venomous Snakes politics news government lgbtq evangelicalism church Christians Christianity poverty poor gop capitalism socialism usa america canada uk europe Australia NewZealand ,326,199
3451,2018-09-30 17:39, Midterms midterms WomensRights Women Families minorities WorkingClass Poor Immigrants ElectionsMatter CivicDuty CivilRights LivingWage HumanRights electedofficials SCOTUS Science VotingRights EPA ClimateChange VOTE ,320,216
3452,2018-09-30 17:34, buy it and buy me one too im poor ,37,35
3453,2018-09-30 17:02, Looks like game and clock management decisions fell Pederson and protege Reich today poor ,93,91
3454,2018-09-30 16:57, End keepthempoor ODSP welfare seniors challenged poor BasicIncome waiting For years ,165,85
3455,2018-09-30 16:41, Sorry to see a ignoring grammatical rules and b saying that only boys can be fictional monsters at Halloween all girl outfits have a dress poor everydaysexismpic hRDnWbU ,205,171
3456,2018-09-30 16:41, has lost their edge Are they complacent with losing Leaving rd string corners without help in the end zone is poor ,131,116
3457,2018-09-30 16:41, Awwwwwwww poor poor kitties This is just not right I really hope some wonderful caring human or sanctuary can come to the rescue ASAP BEFORE its TOO LATE No precious furbabe deserves to be on Deathrow ever ,238,207
3458,2018-09-30 16:39, better reconsider the secondary poor performance not goodenough ,140,65
3459,2018-09-30 16:35, Stumbled across this really valuable video especially poor black innocentpeople Watch this take notes share widely Summary DO NOT WILLINGLY TALK THE POLICE YOU CAN BE ARRESTED ANYTHING EVEN IF UR INNOCENT OF THEIR CRIME PEADTHETHALWAYS ,308,237
3460,2018-09-30 16:34, donations at help a poor student ,72,34
3461,2018-09-30 19:29, thrown into the sea with a great millstone hung round his neck Why such harshness Because Jesus identifies Himself with the little ones Mt Anyone who hurts them hurts Jesus Today in many places the little ones the poor leave the Catholic Church and go to ,280,256
3462,2018-09-30 18:58, You know why the Prison system is so fooked up in the states Felons can t Vote even after they get out prison PrisonStrike prisonreform poor PoorPeoplesCampaign ,176,162
3463,2018-09-30 18:55, Not once does Jesus mention anything about LGBTQ people politics news government Evangelicals evangelicalism church Christians Christianity poverty PoorPeoplesCampaign poor gop capitalism socialism USA America canada uk europe pic ulNsFPv ,379,240
3464,2018-09-30 18:49, Christianity CANNOT Be SAVED politics news government lgbtq evangelicalism Christians Christianity poverty poor gop capitalism socialism usa america canada uk europe Australia NewZealand ,311,188
3465,2018-09-30 18:48, Conservatives Should Look In A Mirror government politics progressives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe Australia NewZealand ,310,190
